GBFS - h3 - Puzzle #4 - Search
0 0 0 
8 8 6 ..BBBMCCKDDMAAKL.MJ..LEEJ...GGJHHHII
8 8 6 ..BBBMCCKDDMAAKL.MJ..LEEJ...GGJHHHII
8 8 6 ..BBBMCCKDDMAAKL.MJ..LEEJ...GGJHHHII
8 8 6 .BBB.M.CCDDMAAKL.MJ.KLEEJ...GGJHHHII
8 8 6 .BBB.M.CCDDMAAKL.MJ.KLEEJ...GGJHHHII
8 8 6 .BBB.M.CCDDMAAKL.MJ.KLEEJ...GGJHHHII
9 9 6 .BBB.M.CCDDMAAKL.MJ.KLEEJ...GGJHHHII
9 9 6 ..BBBM.CCDDMAAKL.MJ.KLEEJ...GGJHHHII
9 9 6 ..BBBM.CCDDMAA.L.MJ.KLEEJ.KGG.JHHHII
9 9 6 ..BBBMCC.DDM.AAL.MJ.KLEEJ.KGG.JHHHII
10 10 6 .BBB.M.CCDDM.AAL.MJ.KLEEJ.KGG.JHHHII
5 5 6 ..BBBM.CCDDM.AAL.MJ.KLEEJ.KGG.JHHHII
5 5 6 ..BBBMCCKDDMAAKL.MJ..LEEJ..GG.JHHHII
5 5 6 ..BBBMCCKDDMAAKL.MJ..LEEJ..GG.JHHHII
5 5 6 .BBB.M.CCDDMAAKL.MJ.KLEEJ..GG.JHHHII
5 5 6 .BBB.M.CCDDMAAKL.MJ.KLEEJ..GG.JHHHII
10 10 6 .BBB.M.CCDDMAAKL.MJ.KLEEJ..GG.JHHHII
10 10 6 ..BBBM.CCDDMAAKL.MJ.KLEEJ..GG.JHHHII
10 10 6 ..BBBM.CCDDMAAKL.MJ.KLEEJ..GG.JHHHII
11 11 6 ..BBBM.CCDDMAAKL.MJ.KLEEJ..GG.JHHHII
1 1 9 ..BBBM.CCDDMAAKL.MJ.KLEEJ..GG.JHHHII
2 2 9 ..BBBM.CCDDMAAKL.MJ.KLEEJ..GG.JHHHII
2 2 9 ..BBBMCC.DDMAAKL.MJ.KLEEJ.GG..JHHHII
2 2 9 .BBB.MCCKDDMAAKL.MJ..LEEJ.GG..JHHHII
2 2 9 .BBB.MCCKDDMAAKL.MJ..LEEJ.GG..JHHHII
2 2 9 .BBB.MCCKDDMAAKL.MJ..LEEJ.GG..JHHHII
2 2 9 .BBB.MCCKDDMAAKL.MJ..LEEJ.GG..JHHHII
2 2 9 .BBB.MCCKDDMAAKL.MJ..LEEJ.GG..JHHHII
2 2 9 .BBB.MCCKDDMAAKL.MJ..LEEJ.GG..JHHHII
2 2 9 .BBB.MCCKDDMAAKL.MJ..LEEJ.GG..JHHHII
2 2 9 .BBB.MCCKDDMAAKL.MJ..LEEJ.GG..JHHHII
5 5 9 .BBB.MCCKDDMAAKL.MJ..LEEJ.GG..JHHHII
5 5 9 .BBB.MCCKDDMAAKL.MJ..LEEJ.GG..JHHHII
5 5 9 .BBB.MCCKDDMAAKL.MJ..LEEJ.GG..JHHHII
5 5 9 .BBB.MCCKDDMAAKL.MJ..LEEJ.GG..JHHHII
6 6 9 .BBB.MCCKDDMAAKL.MJ..LEEJ.GG..JHHHII
6 6 9 .BBB.MCCKDDMAAKL.MJ..LEEJ.GG..JHHHII
6 6 9 .BBB.MCCKDDMAAKL.MJ..LEEJ.GG..JHHHII
7 7 9 .BBB.MCCKDDMAAKL.MJ..LEEJ.GG..JHHHII
7 7 9 ..BBBM.CCDDMAAKL.MJ.KLEEJ.GG..JHHHII
4 4 9 ..BBBMCCKDDMAAKL.MJ..LEEJ.GG..JHHHII
5 5 9 ..BBBMCCKDDMAAKL.MJ..LEEJ.GG..JHHHII
5 5 9 ..BBBMCCKDDMAAKL.MJ..LEEJ.GG..JHHHII
5 5 9 ..BBBMCCKDDMAAKL.MJ..LEEJ.GG..JHHHII
5 5 9 ..BBBMCCKDDMAAKL.MJ..LEEJ.GG..JHHHII
5 5 9 ..BBBMCCKDDMAAKL.MJ..LEEJ.GG..JHHHII
8 8 9 ..BBBMCCKDDMAAKL.MJ..LEEJ.GG..JHHHII
8 8 9 ..BBBMCCKDDMAAKL.MJ..LEEJ.GG..JHHHII
8 8 9 ..BBBMCCKDDMAAKL.MJ..LEEJ.GG..JHHHII
8 8 9 ..BBBMCCKDDMAAKL.MJ..LEEJ.GG..JHHHII
9 9 9 ..BBBMCCKDDMAAKL.MJ..LEEJ.GG..JHHHII
9 9 9 ..BBBMCCKDDMAAKL.MJ..LEEJ.GG..JHHHII
9 9 9 ..BBBMCCKDDMAAKL.MJ..LEEJ.GG..JHHHII
10 10 9 ..BBBMCCKDDMAAKL.MJ..LEEJ.GG..JHHHII
6 6 9 ..BBBMCCKDDMAAKL.MJ..LEEJ.GG..JHHHII
6 6 9 ..BBBMCCKDDMAAKL.MJ..LEEJ.GG..JHHHII
6 6 9 ..BBBMCCKDDMAAKL.MJ..LEEJ.GG..JHHHII
11 11 9 ..BBBMCCKDDMAAKL.MJ..LEEJ.GG..JHHHII
3 3 9 ..BBBMCCKDDMAAKL.MJ..LEEJ.GG..JHHHII
3 3 9 ..BBBMCCKDDMAAKL.MJ..LEEJ.GG..JHHHII
3 3 9 ..BBBMCCKDDMAAKL.MJ..LEEJ.GG..JHHHII
8 8 9 ..BBBMCCKDDMAAKL.MJ..LEEJ.GG..JHHHII
8 8 9 ..BBBMCCKDDMAAKL.MJ..LEEJ.GG..JHHHII
