GBFS - h3 - Puzzle #5 - Search
0 0 0 
6 6 3 .BB.CCI.DDL.IJAAL.IJEEL..JKFF.GGK.HH
6 6 3 BB..CCI.DDL.IJAAL.IJEEL..JKFF.GGK.HH
6 6 3 ..BBCCIDD.L.IJAAL.IJEEL..JKFF.GGK.HH
6 6 3 ..BBCCIDD.L.IJAAL.IJEEL..JKFF.GGK.HH
6 6 3 .BB.CC.JDDL.IJAAL.IJEEL.I.KFF.GGK.HH
6 6 3 BB..CC.JDDL.IJAAL.IJEEL.I.KFF.GGK.HH
6 6 3 BB..CC.JDDL.IJAAL.IJEEL.I.KFF.GGK.HH
6 6 3 .BB.CC..DDL.IJAAL.IJEEL.IJKFF.GGK.HH
6 6 3 BB..CC..DDL.IJAAL.IJEEL.IJKFF.GGK.HH
6 6 3 ..BBCC.DD.L.IJAAL.IJEEL.IJKFF.GGK.HH
6 6 3 ..BBCCDD..L.IJAAL.IJEEL.IJKFF.GGK.HH
6 6 3 ..BBCCDD..L.IJAAL.IJEEL.IJKFF.GGK.HH
6 6 3 IBBCC.IJDDL.IJAAL..JEEL...KFF.GGK.HH
6 6 3 IBBCC.IJDDL.IJAAL..JEEL...KFF.GGK.HH
6 6 3 IBBCC.I.DDL.IJAAL..JEEL..JKFF.GGK.HH
6 6 3 IBB.CCIDD.L.IJAAL..JEEL..JKFF.GGK.HH
6 6 3 IBB.CCIDD.L.IJAAL..JEEL..JKFF.GGK.HH
7 7 3 IBB.CCIDD.L.IJAAL..JEEL..JKFF.GGK.HH
7 7 3 .BBCC.IJDDL.IJAAL.IJEEL...KFF.GGK.HH
7 7 3 .BBCC.IJDDL.IJAAL.IJEEL...KFF.GGK.HH
7 7 3 BB.CC.IJDDL.IJAAL.IJEEL...KFF.GGK.HH
7 7 3 BBCC..IJDDL.IJAAL.IJEEL...KFF.GGK.HH
7 7 3 BBCC..IJDDL.IJAAL.IJEEL...KFF.GGK.HH
7 7 3 .BBCC.I.DDL.IJAAL.IJEEL..JKFF.GGK.HH
7 7 3 .BB.CCIDD.L.IJAAL.IJEEL..JKFF.GGK.HH
7 7 3 .BB.CCIDD.L.IJAAL.IJEEL..JKFF.GGK.HH
7 7 3 BB.CC.I.DDL.IJAAL.IJEEL..JKFF.GGK.HH
7 7 3 BBCC..I.DDL.IJAAL.IJEEL..JKFF.GGK.HH
7 7 3 BB..CCIDD.L.IJAAL.IJEEL..JKFF.GGK.HH
7 7 3 BB..CCIDD.L.IJAAL.IJEEL..JKFF.GGK.HH
7 7 3 BB..CCIDD.L.IJAAL.IJEEL..JKFF.GGK.HH
7 7 3 .BBCC..JDDL.IJAAL.IJEEL.I.KFF.GGK.HH
7 7 3 .BBCC..JDDL.IJAAL.IJEEL.I.KFF.GGK.HH
7 7 3 BB.CC..JDDL.IJAAL.IJEEL.I.KFF.GGK.HH
7 7 3 BBCC...JDDL.IJAAL.IJEEL.I.KFF.GGK.HH
7 7 3 BBCC...JDDL.IJAAL.IJEEL.I.KFF.GGK.HH
7 7 3 .BBCC...DDL.IJAAL.IJEEL.IJKFF.GGK.HH
7 7 3 .BB.CC.DD.L.IJAAL.IJEEL.IJKFF.GGK.HH
7 7 3 .BB.CCDD..L.IJAAL.IJEEL.IJKFF.GGK.HH
7 7 3 .BB.CCDD..L.IJAAL.IJEEL.IJKFF.GGK.HH
7 7 3 BB.CC...DDL.IJAAL.IJEEL.IJKFF.GGK.HH
7 7 3 BBCC....DDL.IJAAL.IJEEL.IJKFF.GGK.HH
7 7 3 BB..CC.DD.L.IJAAL.IJEEL.IJKFF.GGK.HH
7 7 3 BB..CCDD..L.IJAAL.IJEEL.IJKFF.GGK.HH
7 7 3 BB..CCDD..L.IJAAL.IJEEL.IJKFF.GGK.HH
7 7 3 BB..CCDD..L.IJAAL.IJEEL.IJKFF.GGK.HH
7 7 3 BB..CCDD..L.IJAAL.IJEEL.IJKFF.GGK.HH
7 7 3 BB..CCDD..L.IJAAL.IJEEL.IJKFF.GGK.HH
7 7 3 IBBCC.IDD.L.IJAAL..JEEL..JKFF.GGK.HH
7 7 3 IBBCC.IDD.L.IJAAL..JEEL..JKFF.GGK.HH
8 8 3 IBBCC.IDD.L.IJAAL..JEEL..JKFF.GGK.HH
8 8 3 IBBCC.IDD.L.IJAAL..JEEL..JKFF.GGK.HH
8 8 3 IBBCC.IDD.L.IJAAL..JEEL..JKFF.GGK.HH
8 8 3 BBCCL.IJDDL.IJAAL.IJEE....KFF.GGK.HH
8 8 3 BBCCL.IJDDL.IJAAL.IJEE....KFF.GGK.HH
8 8 3 .BBCC.IDD.L.IJAAL.IJEEL..JKFF.GGK.HH
8 8 3 .BBCC.IDD.L.IJAAL.IJEEL..JKFF.GGK.HH
8 8 3 .BBCC.IDD.L.IJAAL.IJEEL..JKFF.GGK.HH
8 8 3 BB.CC.IDD.L.IJAAL.IJEEL..JKFF.GGK.HH
8 8 3 BB.CC.IDD.L.IJAAL.IJEEL..JKFF.GGK.HH
8 8 3 BBCC..IDD.L.IJAAL.IJEEL..JKFF.GGK.HH
8 8 3 BBCCL.I.DDL.IJAAL.IJEE...JKFF.GGK.HH
8 8 3 BBCCL.I.DDL.IJAAL.IJEE...JKFF.GGK.HH
8 8 3 BBCCL.I.DDL.IJAAL.IJEE...JKFF.GGK.HH
8 8 3 BBCCL.I.DDL.IJAAL.IJEE...JKFF.GGK.HH
8 8 3 BBCCL.I.DDL.IJAAL.IJEE...JKFF.GGK.HH
8 8 3 BBCCL..JDDL.IJAAL.IJEE..I.KFF.GGK.HH
8 8 3 BBCCL..JDDL.IJAAL.IJEE..I.KFF.GGK.HH
8 8 3 .BBCC..DD.L.IJAAL.IJEEL.IJKFF.GGK.HH
8 8 3 .BBCC.DD..L.IJAAL.IJEEL.IJKFF.GGK.HH
8 8 3 .BBCC.DD..L.IJAAL.IJEEL.IJKFF.GGK.HH
8 8 3 .BBCC.DD..L.IJAAL.IJEEL.IJKFF.GGK.HH
8 8 3 .BBCC.DD..L.IJAAL.IJEEL.IJKFF.GGK.HH
8 8 3 BB.CC..DD.L.IJAAL.IJEEL.IJKFF.GGK.HH
8 8 3 BB.CC.DD..L.IJAAL.IJEEL.IJKFF.GGK.HH
8 8 3 BB.CC.DD..L.IJAAL.IJEEL.IJKFF.GGK.HH
8 8 3 BBCC...DD.L.IJAAL.IJEEL.IJKFF.GGK.HH
8 8 3 BBCC..DD..L.IJAAL.IJEEL.IJKFF.GGK.HH
8 8 3 BBCCL...DDL.IJAAL.IJEE..IJKFF.GGK.HH
8 8 3 BBCCL...DDL.IJAAL.IJEE..IJKFF.GGK.HH
8 8 3 BBCCL...DDL.IJAAL.IJEE..IJKFF.GGK.HH
8 8 3 BBCCL...DDL.IJAAL.IJEE..IJKFF.GGK.HH
9 9 3 BBCCL...DDL.IJAAL.IJEE..IJKFF.GGK.HH
9 9 3 BBCCL.IJDDL.IJAAL.IJ.EE...KFF.GGK.HH
9 9 3 BBCCL.IJDDL.IJAAL.IJ..EE..KFF.GGK.HH
9 9 3 BBCCL.IJDDL.IJAAL.IJ..EE..KFF.GGK.HH
9 9 3 BBCCL.IJDDL.IJAAL.IJ..EE..KFF.GGK.HH
9 9 3 BBCCL.IJDDL.IJAAL.IJ..EE..KFF.GGK.HH
9 9 3 BBCCL.IDD.L.IJAAL.IJEE...JKFF.GGK.HH
9 9 3 BBCCL.IDD.L.IJAAL.IJEE...JKFF.GGK.HH
9 9 3 BBCCL.I.DDL.IJAAL.IJ.EE..JKFF.GGK.HH
9 9 3 BBCCL.I.DDL.IJAAL.IJ..EE.JKFF.GGK.HH
9 9 3 BBCCL.I.DDL.IJAAL.IJ..EE.JKFF.GGK.HH
9 9 3 BBCCL..JDDL.IJAAL.IJ.EE.I.KFF.GGK.HH
9 9 3 BBCCL..JDDL.IJAAL.IJ..EEI.KFF.GGK.HH
9 9 3 BBCCL..JDDL.IJAAL.IJ..EEI.KFF.GGK.HH
9 9 3 BBCCL..JDDL.IJAAL.IJ..EEI.KFF.GGK.HH
9 9 3 BBCCL..JDDL.IJAAL.IJ..EEI.KFF.GGK.HH
9 9 3 BBCCL..JDDL.IJAAL.IJ..EEI.KFF.GGK.HH
9 9 3 BBCCL..JDDL.IJAAL.IJ..EEI.KFF.GGK.HH
9 9 3 BBCCL..DD.L.IJAAL.IJEE..IJKFF.GGK.HH
9 9 3 BBCCL..DD.L.IJAAL.IJEE..IJKFF.GGK.HH
9 9 3 BBCCL.DD..L.IJAAL.IJEE..IJKFF.GGK.HH
9 9 3 BBCCL.DD..L.IJAAL.IJEE..IJKFF.GGK.HH
9 9 3 BBCCL...DDL.IJAAL.IJ.EE.IJKFF.GGK.HH
9 9 3 BBCCL...DDL.IJAAL.IJ..EEIJKFF.GGK.HH
10 10 3 BBCCL...DDL.IJAAL.IJ..EEIJKFF.GGK.HH
10 10 3 BBCCL.IJDDL.IJAAL.IJKEE...KFF.GG..HH
10 10 3 BBCCL.IJDDL.IJAAL.IJKEE...KFF.GG..HH
10 10 3 BBCCL.IJDDL.IJAAL.IJK.EE..KFF.GG..HH
10 10 3 BBCCL.IJDDL.IJAAL.IJK.EE..KFF.GG..HH
10 10 3 BBCCL.IDD.L.IJAAL.IJ.EE..JKFF.GGK.HH
10 10 3 BBCCL.IDD.L.IJAAL.IJ..EE.JKFF.GGK.HH
10 10 3 BBCCL.IDD.L.IJAAL.IJ..EE.JKFF.GGK.HH
10 10 3 BBCCL.I.DDL.IJAAL.IJKEE..JKFF.GG..HH
10 10 3 BBCCL.I.DDL.IJAAL.IJKEE..JKFF.GG..HH
10 10 3 BBCCL.I.DDL.IJAAL.IJK.EE.JKFF.GG..HH
10 10 3 BBCCL.I.DDL.IJAAL.IJK.EE.JKFF.GG..HH
10 10 3 BBCCL..JDDL.IJAAL.IJKEE.I.KFF.GG..HH
10 10 3 BBCCL..JDDL.IJAAL.IJKEE.I.KFF.GG..HH
10 10 3 BBCCL..JDDL.IJAAL.IJK.EEI.KFF.GG..HH
10 10 3 BBCCL..JDDL.IJAAL.IJK.EEI.KFF.GG..HH
10 10 3 BBCCL..DD.L.IJAAL.IJ.EE.IJKFF.GGK.HH
10 10 3 BBCCL..DD.L.IJAAL.IJ..EEIJKFF.GGK.HH
10 10 3 BBCCL..DD.L.IJAAL.IJ..EEIJKFF.GGK.HH
10 10 3 BBCCL.DD..L.IJAAL.IJ.EE.IJKFF.GGK.HH
10 10 3 BBCCL.DD..L.IJAAL.IJ..EEIJKFF.GGK.HH
10 10 3 BBCCL.DD..L.IJAAL.IJ..EEIJKFF.GGK.HH
10 10 3 BBCCL...DDL.IJAAL.IJKEE.IJKFF.GG..HH
10 10 3 BBCCL...DDL.IJAAL.IJKEE.IJKFF.GG..HH
10 10 3 BBCCL...DDL.IJAAL.IJK.EEIJKFF.GG..HH
11 11 3 BBCCL...DDL.IJAAL.IJK.EEIJKFF.GG..HH
11 11 3 BBCCL.IJDDL.IJAAL.IJKEE...KFF..GG.HH
11 11 3 BBCCL.IJDDL.IJAAL.IJKEE...KFF..GG.HH
11 11 3 BBCCL.IJDDL.IJAAL.IJKEE...KFF...GGHH
11 11 3 BBCCL.IJDDL.IJAAL.IJK.EE..KFF..GG.HH
11 11 3 BBCCL.IJDDL.IJAAL.IJK.EE..KFF..GG.HH
11 11 3 BBCCL.IJDDL.IJAAL.IJK.EE..KFF...GGHH
11 11 3 BBCCL.IDD.L.IJAAL.IJKEE..JKFF.GG..HH
11 11 3 BBCCL.IDD.L.IJAAL.IJKEE..JKFF.GG..HH
11 11 3 BBCCL.IDD.L.IJAAL.IJK.EE.JKFF.GG..HH
11 11 3 BBCCL.IDD.L.IJAAL.IJK.EE.JKFF.GG..HH
11 11 3 BBCCL.I.DDL.IJAAL.IJKEE..JKFF..GG.HH
11 11 3 BBCCL.I.DDL.IJAAL.IJKEE..JKFF..GG.HH
11 11 3 BBCCL.I.DDL.IJAAL.IJKEE..JKFF...GGHH
11 11 3 BBCCL.I.DDL.IJAAL.IJK.EE.JKFF..GG.HH
11 11 3 BBCCL.I.DDL.IJAAL.IJK.EE.JKFF..GG.HH
11 11 3 BBCCL.I.DDL.IJAAL.IJK.EE.JKFF...GGHH
11 11 3 BBCCL..JDDL.IJAAL.IJKEE.I.KFF..GG.HH
11 11 3 BBCCL..JDDL.IJAAL.IJKEE.I.KFF..GG.HH
11 11 3 BBCCL..JDDL.IJAAL.IJKEE.I.KFF...GGHH
11 11 3 BBCCL..JDDL.IJAAL.IJK.EEI.KFF..GG.HH
11 11 3 BBCCL..JDDL.IJAAL.IJK.EEI.KFF..GG.HH
11 11 3 BBCCL..JDDL.IJAAL.IJK.EEI.KFF...GGHH
11 11 3 BBCCL..DD.L.IJAAL.IJKEE.IJKFF.GG..HH
11 11 3 BBCCL..DD.L.IJAAL.IJKEE.IJKFF.GG..HH
11 11 3 BBCCL..DD.L.IJAAL.IJK.EEIJKFF.GG..HH
11 11 3 BBCCL..DD.L.IJAAL.IJK.EEIJKFF.GG..HH
11 11 3 BBCCL.DD..L.IJAAL.IJKEE.IJKFF.GG..HH
11 11 3 BBCCL.DD..L.IJAAL.IJKEE.IJKFF.GG..HH
11 11 3 BBCCL.DD..L.IJAAL.IJK.EEIJKFF.GG..HH
11 11 3 BBCCL.DD..L.IJAAL.IJK.EEIJKFF.GG..HH
11 11 3 BBCCL...DDL.IJAAL.IJKEE.IJKFF..GG.HH
11 11 3 BBCCL...DDL.IJAAL.IJKEE.IJKFF..GG.HH
11 11 3 BBCCL...DDL.IJAAL.IJKEE.IJKFF...GGHH
11 11 3 BBCCL...DDL.IJAAL.IJK.EEIJKFF..GG.HH
11 11 3 BBCCL...DDL.IJAAL.IJK.EEIJKFF..GG.HH
12 12 3 BBCCL...DDL.IJAAL.IJK.EEIJKFF...GGHH
12 12 3 BBCCL..JDDL..JAAL.IJKEE.I.KFF.IGG.HH
12 12 3 BBCCL..JDDL..JAAL.IJKEE.I.KFF.IGG.HH
12 12 3 BBCCL.I.DDL.I.AAL.IJKEE..JKFF..JGGHH
12 12 3 BBCCL..JDDL..JAAL.IJK.EEI.KFF.IGG.HH
12 12 3 BBCCL..JDDL..JAAL.IJK.EEI.KFF.IGG.HH
12 12 3 BBCCL.I.DDL.I.AAL.IJK.EE.JKFF..JGGHH
12 12 3 BBCCL.IDD.L.IJAAL.IJKEE..JKFF..GG.HH
12 12 3 BBCCL.IDD.L.IJAAL.IJKEE..JKFF..GG.HH
12 12 3 BBCCL.IDD.L.IJAAL.IJKEE..JKFF...GGHH
12 12 3 BBCCL.IDD.L.IJAAL.IJK.EE.JKFF..GG.HH
12 12 3 BBCCL.IDD.L.IJAAL.IJK.EE.JKFF..GG.HH
12 12 3 BBCCL.IDD.L.IJAAL.IJK.EE.JKFF...GGHH
12 12 3 BBCCL...DDL..JAAL.IJKEE.IJKFF.IGG.HH
12 12 3 BBCCL...DDL..JAAL.IJKEE.IJKFF.IGG.HH
12 12 3 BBCCL...DDL..JAAL.IJKEE.IJKFF.I.GGHH
12 12 3 BBCCL...DDL..JAAL.IJK.EEIJKFF.IGG.HH
12 12 3 BBCCL...DDL..JAAL.IJK.EEIJKFF.IGG.HH
12 12 3 BBCCL...DDL..JAAL.IJK.EEIJKFF.I.GGHH
12 12 3 BBCCL...DDL..JAAL.IJK.EEIJKFF.I.GGHH
12 12 3 BBCCL...DDL.I.AAL.IJKEE.IJKFF..JGGHH
12 12 3 BBCCL...DDL.I.AAL.IJKEE.IJKFF..JGGHH
12 12 3 BBCCL...DDL.I.AAL.IJK.EEIJKFF..JGGHH
12 12 3 BBCCL..DD.L.IJAAL.IJKEE.IJKFF..GG.HH
12 12 3 BBCCL..DD.L.IJAAL.IJKEE.IJKFF..GG.HH
12 12 3 BBCCL..DD.L.IJAAL.IJKEE.IJKFF...GGHH
12 12 3 BBCCL..DD.L.IJAAL.IJK.EEIJKFF..GG.HH
12 12 3 BBCCL..DD.L.IJAAL.IJK.EEIJKFF..GG.HH
12 12 3 BBCCL..DD.L.IJAAL.IJK.EEIJKFF...GGHH
12 12 3 BBCCL.DD..L.IJAAL.IJKEE.IJKFF..GG.HH
12 12 3 BBCCL.DD..L.IJAAL.IJKEE.IJKFF..GG.HH
12 12 3 BBCCL.DD..L.IJAAL.IJKEE.IJKFF...GGHH
12 12 3 BBCCL.DD..L.IJAAL.IJK.EEIJKFF..GG.HH
12 12 3 BBCCL.DD..L.IJAAL.IJK.EEIJKFF..GG.HH
12 12 3 BBCCL.DD..L.IJAAL.IJK.EEIJKFF...GGHH
12 12 3 BBCCL.DD..L.IJAAL.IJK.EEIJKFF...GGHH
12 12 3 BBCCL.DD..L.IJAAL.IJK.EEIJKFF...GGHH
12 12 3 BBCCL.DD..L.IJAAL.IJK.EEIJKFF...GGHH
13 13 3 BBCCL.DD..L.IJAAL.IJK.EEIJKFF...GGHH
13 13 3 BBCCL.DD..L.IJAAL.IJK.EEIJKFF...GGHH
13 13 3 BBCCL...DDL...AAL.IJKEE.IJKFF.IJGGHH
13 13 3 BBCCL.I.DDL.IAA.L.IJKEE..JKFF..JGGHH
13 13 3 BBCCL.I.DDL.IAA.L.IJKEE..JKFF..JGGHH
13 13 3 BBCCL...DDL...AAL.IJK.EEIJKFF.IJGGHH
13 13 3 BBCCL.I.DDL.IAA.L.IJK.EE.JKFF..JGGHH
13 13 3 BBCCL..DD.L..JAAL.IJKEE.IJKFF.IGG.HH
13 13 3 BBCCL..DD.L..JAAL.IJKEE.IJKFF.IGG.HH
13 13 3 BBCCL..DD.L..JAAL.IJKEE.IJKFF.I.GGHH
13 13 3 BBCCL..DD.L..JAAL.IJK.EEIJKFF.IGG.HH
13 13 3 BBCCL..DD.L..JAAL.IJK.EEIJKFF.IGG.HH
13 13 3 BBCCL..DD.L..JAAL.IJK.EEIJKFF.I.GGHH
13 13 3 BBCCL.DD..L..JAAL.IJKEE.IJKFF.IGG.HH
13 13 3 BBCCL.DD..L..JAAL.IJKEE.IJKFF.IGG.HH
13 13 3 BBCCL.DD..L..JAAL.IJKEE.IJKFF.I.GGHH
13 13 3 BBCCL.DD..L..JAAL.IJK.EEIJKFF.IGG.HH
13 13 3 BBCCL.DD..L..JAAL.IJK.EEIJKFF.IGG.HH
13 13 3 BBCCL.DD..L..JAAL.IJK.EEIJKFF.I.GGHH
13 13 3 BBCCL...DDL.IAA.L.IJKEE.IJKFF..JGGHH
13 13 3 BBCCL...DDL.IAA.L.IJK.EEIJKFF..JGGHH
13 13 3 BBCCL...DDL.IAA.L.IJK.EEIJKFF..JGGHH
13 13 3 BBCCL...DDL.IAA.L.IJK.EEIJKFF..JGGHH
13 13 3 BBCCL...DDL.IAA.L.IJK.EEIJKFF..JGGHH
13 13 3 BBCCL...DDL.IAA.L.IJK.EEIJKFF..JGGHH
13 13 3 BBCCL...DDL.IAA.L.IJK.EEIJKFF..JGGHH
13 13 3 BBCCL...DDL.IAA.L.IJK.EEIJKFF..JGGHH
13 13 3 BBCCL...DDL.IAA.L.IJK.EEIJKFF..JGGHH
14 14 3 BBCCL...DDL.IAA.L.IJK.EEIJKFF..JGGHH
14 14 3 BBCCL...DDL.AA..L.IJKEE.IJKFF.IJGGHH
14 14 3 BBCCL.IDD.L.IAA.L.IJKEE..JKFF..JGGHH
14 14 3 BBCCL.IDD.L.IAA.L.IJKEE..JKFF..JGGHH
14 14 3 BBCCL...DDL.AA..L.IJK.EEIJKFF.IJGGHH
14 14 3 BBCCL.IDD.L.IAA.L.IJK.EE.JKFF..JGGHH
14 14 3 BBCCL.IDD.L.IAA.L.IJK.EE.JKFF..JGGHH
14 14 3 BBCCL.IDD.L.IAA.L.IJK.EE.JKFF..JGGHH
14 14 3 BBCCL.IDD.L.IAA.L.IJK.EE.JKFF..JGGHH
14 14 3 BBCCL.IDD.L.IAA.L.IJK.EE.JKFF..JGGHH
14 14 3 BBCCL.IDD.L.IAA.L.IJK.EE.JKFF..JGGHH
14 14 3 BBCCL.IDD.L.IAA.L.IJK.EE.JKFF..JGGHH
14 14 3 BBCCL.IDD.L.IAA.L.IJK.EE.JKFF..JGGHH
14 14 3 BBCCL.IDD.L.IAA.L.IJK.EE.JKFF..JGGHH
14 14 3 BBCCL.IDD.L.IAA.L.IJK.EE.JKFF..JGGHH
14 14 3 BBCCL..DD.L.IAA.L.IJKEE.IJKFF..JGGHH
14 14 3 BBCCL.DD..L.IAA.L.IJKEE.IJKFF..JGGHH
14 14 3 BBCCL.DD..L.IAA.L.IJKEE.IJKFF..JGGHH
14 14 3 BBCCL..DD.L.IAA.L.IJK.EEIJKFF..JGGHH
14 14 3 BBCCL.DD..L.IAA.L.IJK.EEIJKFF..JGGHH
15 15 3 BBCCL.DD..L.IAA.L.IJK.EEIJKFF..JGGHH
15 15 3 BBCCL..DD.L.AA..L.IJKEE.IJKFF.IJGGHH
15 15 3 BBCCL.DD..L.AA..L.IJKEE.IJKFF.IJGGHH
15 15 3 BBCCL.DD..L.AA..L.IJKEE.IJKFF.IJGGHH
15 15 3 BBCCL...DDL.AAK.L.IJKEE.IJ.FF.IJGGHH
15 15 3 BBCCL...DDL.AAK.L.IJKEE.IJ.FF.IJGGHH
15 15 3 BBCCL..DD.L.AA..L.IJK.EEIJKFF.IJGGHH
15 15 3 BBCCL.DD..L.AA..L.IJK.EEIJKFF.IJGGHH
15 15 3 BBCCL.DD..L.AA..L.IJK.EEIJKFF.IJGGHH
15 15 3 BBCCL...DDL.AAK.L.IJK.EEIJ.FF.IJGGHH
15 15 3 BBCCL...DDL.AAK.L.IJK.EEIJ.FF.IJGGHH
15 15 3 BBCCL...DDL.AAK.L.IJK.EEIJ.FF.IJGGHH
15 15 3 BBCCL...DDL.AAK.L.IJK.EEIJ.FF.IJGGHH
15 15 3 BBCCL...DDL.AAK.L.IJK.EEIJ.FF.IJGGHH
16 16 3 BBCCL...DDL.AAK.L.IJK.EEIJ.FF.IJGGHH
16 16 3 BBCCL...DDL.AAK.L.IJK.EEIJ.FF.IJGGHH
16 16 3 BBCCL..DD.L.AAK.L.IJKEE.IJ.FF.IJGGHH
16 16 3 BBCCL..DD.L.AAK.L.IJKEE.IJ.FF.IJGGHH
16 16 3 BBCCL.DDK.L.AAK.L.IJ.EE.IJ.FF.IJGGHH
16 16 3 BBCCL.DDK.L.AAK.L.IJ.EE.IJ.FF.IJGGHH
16 16 3 BBCCL..DD.L.AAK.L.IJK.EEIJ.FF.IJGGHH
16 16 3 BBCCL..DD.L.AAK.L.IJK.EEIJ.FF.IJGGHH
16 16 6 BBCCL.DDK.L.AAK.L.IJ..EEIJ.FF.IJGGHH
16 16 6 BBCCL.DDK.L.AAK.L.IJ..EEIJ.FF.IJGGHH
17 17 6 BBCCL.DDK.L.AAK.L.IJ..EEIJ.FF.IJGGHH
17 17 6 BBCCL.DDK.L.AAK.L.IJ..EEIJ.FF.IJGGHH
17 17 6 BBCCL.DDK.L.AAK.L.IJ..EEIJ.FF.IJGGHH
17 17 6 BBCCL.DDK.L.AAK.L.IJEE..IJ.FF.IJGGHH
17 17 6 BBCCL.DDK.L.AAK.L.IJEE..IJ.FF.IJGGHH
17 17 6 BBCCL.DDK.L.AAK.L.IJEE..IJ.FF.IJGGHH
18 18 6 BBCCL.DDK.L.AAK.L.IJEE..IJ.FF.IJGGHH
19 19 6 BBCC..DDK.L.AAK.L.IJEEL.IJ.FF.IJGGHH
20 20 6 BB..CCDDK.L.AAK.L.IJEEL.IJ.FF.IJGGHH
21 21 3 BBKCC.DDK.L.AA..L.IJEEL.IJ.FF.IJGGHH
22 22 3 BBKCC.DDK.L...AAL.IJEEL.IJ.FF.IJGGHH
22 22 3 BBK.CCDDK.L...AAL.IJEEL.IJ.FF.IJGGHH
22 22 3 BBKCC.DDK.L.IAA.L.IJEEL.IJ.FF..JGGHH
23 23 3 BBKCC.DDK.L..JAAL.IJEEL.IJ.FF.I.GGHH
23 23 3 BBK.CCDDK.L.IAA.L.IJEEL.IJ.FF..JGGHH
23 23 3 BBK.CCDDK.L..JAAL.IJEEL.IJ.FF.I.GGHH
23 23 3 BBK.CCDDK.L..JAAL.IJEEL.IJ.FF.I.GGHH
23 23 3 BBKCC.DDK.L.IJAAL.IJEEL.IJ.FF...GGHH
24 24 3 BBKCC.DDK.L..JAAL.IJEEL.IJ.FF.IGG.HH
24 24 3 BBKCC.DDK.L..JAAL.IJEEL.IJ.FF.IGG.HH
24 24 3 BBK.CCDDK.L.IJAAL.IJEEL.IJ.FF...GGHH
24 24 3 BBK.CCDDK.L..JAAL.IJEEL.IJ.FF.IGG.HH
24 24 3 BBKCC.DDK.L.IJAAL.IJEEL.IJ.FF..GG.HH
25 25 3 BBKCC.DDK.L..JAAL.IJEEL.IJ.FF.IGGHH.
25 25 3 BBK.CCDDK.L.IJAAL.IJEEL.IJ.FF..GG.HH
25 25 3 BBK.CCDDK.L..JAAL.IJEEL.IJ.FF.IGGHH.
